dimension,cle,libelle,detail
PRS_NAT,3420,REMU PHIE DISPENSATION UNITE,DUP
PRS_NAT,3421,PHIE EN AAC ET AAP - SEJOUR SSR,PHY
PRS_NAT,3423,RDV PREVENTION PHARMACIE,RDP
PRS_NAT,3424,PRESCRIPTION RENFORCEE REMBOURSABLE,PRR
PRS_NAT,3425,PRESCRIPTION RENFORCEE INVALIDE,PRI
PRS_NAT,3500,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE",VU7
PRS_NAT,3501,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE",VU6
PRS_NAT,3502,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE",VU3
PRS_NAT,3503,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE",VU2
PRS_NAT,3504,"VERRE DE CLASSE B, NEUTRE OU UNIFOCAL SPHERIQUE SIMPLE",VU1
PRS_NAT,3505,MONTURE ENFANT DE CLASSE A,M02
PRS_NAT,3506,MONTURE ADULTE DE CLASSE A,M01
PRS_NAT,3507,"VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE",V04
PRS_NAT,3508,"VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE",V03
PRS_NAT,3509,"VERRE DE CLASSE A, UNIFOCAL COMPLEXE",V02
PRS_NAT,3510,"VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE",V01
PRS_NAT,3511,"APPAREILS D  ASSISTANCE RESPIRATOIRE,OXYGENOTHERAPIE A DOMICILE",AAR
PRS_NAT,3512,AUTRES MATERIELS POUR TRAITEMENTS A DOMICILE (CHAP. 1),AAD
PRS_NAT,3513,MATERIELS ET APPAREILS DE CONTENTION ET DE MAINTIEN (CHAP. 2),MAC
PRS_NAT,3514,MATERIELS ET APPAREILS POUR TRAITEMENTS DIVERS (CHAP. 3),MAD
PRS_NAT,3515,ARTICLES DE PANSEMENTS (CHAP. 4),PAN
PRS_NAT,3516,NUTRIMENTS POUR INTOLERANTS AU GLUTEN (CHAP. 3),GLU
PRS_NAT,3517,ALIMENTS DESTINES A DES FINS MEDICALES,NUT
PRS_NAT,3518,APPAREIL GENERATEUR D AEROSOL,ARO
PRS_NAT,3519,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE",VM2
PRS_NAT,3520,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE",VM3
PRS_NAT,3521,ORTHESES (PETIT APPAREILLAGE) (CHAP. 1),PA
PRS_NAT,3522,DIVERS ORTHESES,DVO
PRS_NAT,3523,MONTURE MOINS DE 18 ANS CMU,OME
PRS_NAT,3524,OPTIQUE ENFANT -A- MULTIFOCAUX (CMU),OVA
PRS_NAT,3525,OPTIQUE ENFANT -B- MULTIFOCAUX (CMU),OVB
PRS_NAT,3526,OPTIQUE -N°6 MULTIFOCAUX (CMU),OP7
PRS_NAT,3527,OPTIQUE -ENFANT-N°1 UNIFOCAUX (CMU),OV1
PRS_NAT,3528,OPTIQUE -ENFANT-N°2 UNIFOCAUX (CMU),OV2
PRS_NAT,3529,OPTIQUE -ENFANT-N°3 UNIFOCAUX (CMU),OV3
PRS_NAT,3530,OPTIQUE -ENFANT-N°4 UNIFOCAUX (CMU),OV4
PRS_NAT,3531,OPTIQUE MEDICALE PROPREMENT DIT,OPT
PRS_NAT,3532,MONTURE/LUNETTE POUR ENFANT DE - DE 18 ANS CRPCEN (HORS CODAGE LPP),LUN/LNE
PRS_NAT,3533,VERRES / VERRES POUR ENFANT<18 ans -CRPCEN- (hors codage LPP),VER/OPE
PRS_NAT,3534,REPARATION,OPR/ROM/ROV
PRS_NAT,3535,LENTILLES OPTIQUES,LEN
PRS_NAT,3536,VERRES UNIFOCAUX OP1 (CMU),OP1
PRS_NAT,3537,VERRES UNIFOCAUX OP2 (CMU),OP2
PRS_NAT,3538,VERRES UNIFOCAUX OP3 (CMU),OP3
PRS_NAT,3539,VERRES UNIFOCAUX OP4 (CMU),OP4
PRS_NAT,3540,PROTHESE AUDITIVE RAC ZERO,PAZ
PRS_NAT,3541,APPAREILS ELECTRONIQUES DE SURDITE  (CHAP 3.),PAU/AUA
PRS_NAT,3542,PROTHESES EXTERNES NON ORTHOPEDIQUES (CHAP. 4),PEX
PRS_NAT,3543,PROTHESES OCULAIRES ET FACIALES (CHAP. 5),POC
PRS_NAT,3544,CHAUSSURES ORTHOPEDIQUES (CHAP. 6),COR
PRS_NAT,3545,ORTHOPROTHESES (CHAP 7.),ORP
PRS_NAT,3547,APPAREILS ELECTRONIQUES DE SURDITE (CONSOMMABLES Y.C. PILES),AUP
PRS_NAT,3548,ORTHOPROTHESES COUTEUSES,OPC
PRS_NAT,3549,PROCESSEUR POUR IMPLANT OSTE-INTEGRE,PIO
PRS_NAT,3550,PROTHESE AUDITIVE SUIVI,SUI
PRS_NAT,3551,"IMPLANT INTERNE (CHAP. 1, 2 ET 3)",PII
PRS_NAT,3552,IMPLANT MU PAR ELECTRICITE (CHAP. 4),PME
PRS_NAT,3553,OPTIQUE -ENFANT-N°5 UNIFOCAUX (CMU),OV5
PRS_NAT,3554,OPTIQUE -ENFANT-N°6 UNIFOCAUX (CMU),OV6
PRS_NAT,3555,OPTIQUE -ENFANT-N°7 UNIFOCAUX (CMU),OV7
PRS_NAT,3556,OPTIQUE -ENFANT-N°8 UNIFOCAUX (CMU),OV8
PRS_NAT,3557,OPTIQUE -ENFANT-N°9 UNIFOCAUX (CMU),OV9
PRS_NAT,3558,LPP DEPAST PRIX LIMITE DE VENTE,PDZ
PRS_NAT,3559,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE SIMPLE",VM1
PRS_NAT,3560,"VERRE DE CLASSE B, UNIFOCAL SPHERIQUE COMPLEXE",VU4
PRS_NAT,3561,VEHICULES POUR HANDICAPES PHYSIQUES,VEH
PRS_NAT,3562,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE",VU5
PRS_NAT,3563,MONTURE ADULTE DE CLASSE B,M03
PRS_NAT,3564,MONTURE ENFANT DE CLASSE B,M04
PRS_NAT,3565,OPTIQUE - ADAPTATION VERRE DE CLASSE A,S01
PRS_NAT,3566,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE COMPLEXE",VM4
PRS_NAT,3567,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE",VM5
PRS_NAT,3568,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE",VM6
PRS_NAT,3569,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE",VM7
PRS_NAT,3570,OPTIQUE - AUTRE SUPPLEMENT,SV3
PRS_NAT,3572,ECART TIPS INDEMNISABLE,ETI
PRS_NAT,3573,FOURNITURE ET EQUIPEMENT DEROGATOIRES,FED
PRS_NAT,3574,DISPOSITIF MEDICAL (PRISE EN CHARGE EXCEPTIONNELLE),PDM
PRS_NAT,3575,COMPLEMENT AT 150% LPP,ATL
PRS_NAT,3576,PRESTATION PARTICULIERE ET PANDEMIE,PPP
PRS_NAT,3577,DELIVRANCE TAG PHIE,DTG
PRS_NAT,3578,OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,MS1
PRS_NAT,3579,OPTIQUE CLASSE B - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,MS2
PRS_NAT,3580,OPTIQUE - ADAPTATION VERRE DE CLASSE B,SV1
PRS_NAT,3581,VERRES UNIFOCAUX OP5(CMU),OP5
PRS_NAT,3582,VERRES UNIFOCAUX OP6(CMU),OP6
PRS_NAT,3583,MONTURE (CMU),OPM
PRS_NAT,3584,"OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A",SV2
PRS_NAT,3585,OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE),SV4
PRS_NAT,3586,PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE GAUCHE,P1G
PRS_NAT,3587,PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE DROITE,P1D
PRS_NAT,3588,PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE,P2G
PRS_NAT,3589,PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE,P2D
PRS_NAT,3590,PROTHESES AUDITIVES - ACCESSOIRES,APA
PRS_NAT,3591,PRISE EN CHARGE DEROGATOIRE LPP,PCD
PRS_NAT,3592,PEC EXCEPTIONNELLE DÉPASSEMENT LPP,DLE
PRS_NAT,3593,TELESURVEILLANCE : FOURNISSEUR DE LA SOLUTION,TSF
PRS_NAT,3594,PEC EXCEPTIONNELLE DEPASSEMENT LPP TP,DLT
PRS_NAT,3595,PROTHESES AUDITIVES - PILES,PIL
PRS_NAT,3596,DELIVRANCE DE MASQUE,MSQ
PRS_NAT,3597,TELESURVEILLANCE COMMUN,TL1
PRS_NAT,3598,DELIVRANCE AUTOTESTS EN PHIE,OTO
PRS_NAT,3599,REALISATION TAG EN PHIE,RTG
PRS_NAT,3600,PRESERVATIFS GRATUITS,PRV
PRS_NAT,3601,TELESURVEILLANCE DEROGATOIRE,TL2
PRS_NAT,3602,SUPPLT CONDITIONNEL OPTIQUE CLS A,SOA
PRS_NAT,3610,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION PHARMACIE NON REMBOURSABLE (CNMSS),SGN
PRS_NAT,3611,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE NON REMBOURSABLE (CNMSS),SGS
PRS_NAT,3612,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE REMBOURSABLE (CNMSS),DPS
PRS_NAT,4111,FORFAIT DE SURVEILLANCE MEDICALE  1ER HANDICAP,STH
PRS_NAT,4112,FORFAIT DE SURVEILLANCE MEDICALE REDUIT  2EME HANDICAP,THR
PRS_NAT,4113,PRATIQUES MEDICALES COMPLEMENTAIRES COTEES EN K,KTH
PRS_NAT,4114,COMPLEMENT SURVEILLANCE THERMALE,CST
PRS_NAT,4131,FRAIS DE TRANSPORT - CURES THERMALES,TTH
PRS_NAT,4132,FRAIS D  HOTEL - CURES THERMALES,HTH
PRS_NAT,4141,FORFAIT THERMAL 1,TH1
PRS_NAT,4142,FORFAIT THERMAL 2 AVEC KINESITEHRAPIE,TH2
PRS_NAT,4143,FORFAIT THERMAL 2EME ORIENTATION,TH3
PRS_NAT,4144,FORFAIT THERMAL 3 AVEC 9 SEANCES KINESITHERAPIE,TH4
PRS_NAT,4145,FORFAIT THERMAL 72 SEANCES AVEC KINE,TH5
PRS_NAT,4151,FORFAIT THERMAL 18 SEANCES COLLECTIVES,MK1
PRS_NAT,4152,FORFAIT THERMAL 18 SEANCES INDIVIDUELLES,MK2
PRS_NAT,4153,FORFAIT THERMAL 9 SEANCES COLLECTIVES,MK3
PRS_NAT,4154,FORFAIT THERMAL 9 SEANCES INDIVIDUELLES,MK4
PRS_NAT,4155,THERMAL-SEVRAGE DES PSYCHOTROPES,FSB
PRS_NAT,4156,THERMAL-SUITE CANCER DU SEIN,FKS
PRS_NAT,4157,THERMAL-TROUBLE COMPORTEMENT 72 SEANCES,TC1
PRS_NAT,4158,THERMAL-TROUBLE COMPORTEMENT 108 SEANCES,TC2
PRS_NAT,4159,DETECTION FRAGILITE SENIOR MILIEU THERMAL,DFG
PRS_NAT,4203,SUPPLEMENT TRANSPORT PERSONNE MOBILITE REDUITE,TMR
PRS_NAT,4204,FORFAIT TRANSPORT URGENCE EXTRAMUROS CPAM MEUSE,FUE
PRS_NAT,4205,FORFAIT TRANSPORT URGENCE INTRAMUROS CPAM MEUSE,FUI
PRS_NAT,4206,PRESTATION FIN DE GARDE AMBULANCE,AFG
PRS_NAT,4207,FORFAIT TRANSPORT D'URGENCE EXPERIMENTATION CPAM AUDE,FTU
PRS_NAT,4208,FORFAIT D'URGENCE SUR APPEL DU SAMU EXPERIMENTATION CPAM BOUCHES-DU-RHONE,FUS
PRS_NAT,4209,COMPLEMENT TRANSPORTS D'URGENCE,CTU
PRS_NAT,4210,Taxi tarif A,TXA
PRS_NAT,4211,SERVICES MOBILES D  URGENCE ET DE REANIMATION (SMUR),SMU
PRS_NAT,4212,AMBULANCES AGREEES,ABA
PRS_NAT,4213,VEHICULES SANITAIRES LEGERS (VSL),VSL
PRS_NAT,4214,TAXIS,TXI
PRS_NAT,4215,VEHICULES PERSONNELS,VP
PRS_NAT,4216,TRANSPORT REEDUCATION PROFESSIONNEL,TRP
PRS_NAT,4217,Taxi tarif B,TXB
PRS_NAT,4218,Taxi tarif C,TXC
PRS_NAT,4219,AUTRES MODES DE TRANSPORT,ATP
PRS_NAT,4220,Taxi tarif D,TXD
PRS_NAT,4221,AMBULANCE AGREEE DE GARDE,ABG
PRS_NAT,4222,INDEMNITE DE GARDE AMBULANCIERE,ING
PRS_NAT,4223,PART ASSOCIATION TRANSPORTEUR,
PRS_NAT,4224,PRATIQUE DE GEO LOCALISATION PAR DISPOSITIF EMBARQUE,PGE
PRS_NAT,4225,FORFAIT TRANSPORT PARTAGE PAR 2 PERSONNES,TS2
PRS_NAT,4226,FORFAIT TRANSPORT PARTAGE PAR 3 PERSONNES,TS3
PRS_NAT,4227,CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS,CAQ
PRS_NAT,4228,CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS COMPLEMENT,CAC
PRS_NAT,4229,Taxi tarif F,TXF
PRS_NAT,4230,PAIEMENT SORTIE BLANCHE,ASB
PRS_NAT,4231,COMPLEMENT MINIMUM GARANTI,ARC
PRS_NAT,4232,INTERVENTION DURANT GARDE,AIG
PRS_NAT,4233,INTERVENTION HORS GARDE,AHG
PRS_NAT,4234,INDICIAIRE TRANSPORT PARTAGE,ITP
PRS_NAT,4235,REMBT FRAIS PARKING,MRS
PRS_NAT,4236,AVION EVACUATION SANITAIRE,AEV
PRS_NAT,4237,AVION TRANSPORT SANITAIRE,ATS
PRS_NAT,4238,BATEAU EVACUATION SANITAIRE,BEV
PRS_NAT,4239,BATEAU TRANSPORT SANITAIRE,BTS
PRS_NAT,4240,TRAIN EVACUATION SANITAIRE,TEV
PRS_NAT,4241,TRAIN TRANSPORT SANITAIRE,TTS
PRS_NAT,4310,FRAIS EXPERTISE CONTENTIEUX MALADIE,FEC
PRS_NAT,4311,FRAIS DE DEPLACEMENT - ENQU'TE LEGALE AT,DEL
PRS_NAT,4312,FRAIS DE DEPLACEMENT - COLLEGE 3 MEDECINS,DCM
PRS_NAT,4313,HONORAIRES,HCM
PRS_NAT,4314,ENQUETE,ENQ
PRS_NAT,4315,AUTOPSIE,AUT
PRS_NAT,4316,FRAIS EXPERTISE AMIABLE,EXP
PRS_NAT,4317,HONORAIRE COMITE  REGIONAL  RECONNAISSANCE Maladie  Professionnelle,HMP
PRS_NAT,4318,DEPLACEMENT COMITE REGIONAL RECONNAISSANCE MP,DPH
PRS_NAT,4319,DEPLACEMENT PERSONNE ENTENDUE (CRRMP),DPE
PRS_NAT,4320,AVIS SAPITEUR,ECP
PRS_NAT,4321,FRAIS FUNERAIRES,FUN
PRS_NAT,4322,TRANSPORT DU CORPS,TRC
PRS_NAT,4323,INDEMNITE ALLOUEE EN REPARATION DES PREJUDICES EXTRA-PATRIMOMIAUX,PDO
PRS_NAT,4324,INDEMNITE DE CHANGEMENT D  EMPLOI,ICE
PRS_NAT,4325,INDEMNITE COMPLEMENTAIRE POUR REEDUCATION PROFESSIONNELLE,ICR
PRS_NAT,4326,PRETIUM PULCHRITUDINIS,PPU
PRS_NAT,4327,PRETIUM SEXUALE,PSE
PRS_NAT,4328,PREJUDICE D'AGREMENT,PAG
PRS_NAT,4329,PREJUDICE PERTE OU DIMINUTION PROMOTION PROFESSIONNELLE,PPD
PRS_NAT,4330,PREJUDICES EXTRA PATRIMONIAUX - HORS IV,PNC
PRS_NAT,4331,"REMBOURSEMENTS DE SOINS A L  ETRANGER (ET1 A ET6 ET ET8 A ET9, ETB ETA, ETH, ETT, ETP, ETX )",ETR
PRS_NAT,4332,PREJUDICE AMIANTE,PPA
PRS_NAT,4333,FRAIS EXPERTISE CTX AT,FEA
PRS_NAT,4339,REMBOURSEMENT DE SOINS,RES
PRS_NAT,4341,FRAIS DE TUTELLE,
PRS_NAT,4342,COTISATIONS A.T. EN CAS DE READAPTATION FONCTIONNELLE,CRF
PRS_NAT,4343,COTISATIONS A.T. EN CAS DE REEDUCATION PROFESSIONNELLE,CRP
PRS_NAT,4351,PRIME DE FIN DE REEDUCATION,PFR
PRS_NAT,4352,AUTRES PRESTATIONS DIVERSES,
PRS_NAT,4353,"INDEMNITE POUR PERTE DE SALAIRE (MALADIE, AT)",IPS
PRS_NAT,4359,FORFAIT UTILISATION DES TELESERVICES,IUS
PRS_NAT,4360,FORFAIT PARTICIPATION A LA TELETRANSMISSION,FPT
PRS_NAT,4361,FACTURATION FEUILLE DE SOINS (POUR INFORMATION),FFS
PRS_NAT,4363,AIDE A LA FACTURATION FEUILLE DES FLUX NON SECURISES,FFN
PRS_NAT,4364,AIDE MAINTENANCE TELETRANSMISSION,AMT
PRS_NAT,4365,AIDE PORTABLE TELETRANSMISSION,APT
PRS_NAT,4366,AIDE DEMARRAGE TELETRANSMISSION,ADT
PRS_NAT,4367,AIDE ADHESION RAPIDE DISPOSITIF,ARD
PRS_NAT,4368,FORFAIT STRUCTURE CENTRE DE SANTE,FCS
PRS_NAT,4369,FORFAIT PROFESSIONNEL DE SANTE CENTRE DE SANTE,FPS
PRS_NAT,4370,FORFAIT D'INCITATION FORFAITAIRE A LA NUMERISATION ET A LA TRANSMISSION,IFT
PRS_NAT,4371,FORFAIT DE SOINS MEDICALISES (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES),FSM
PRS_NAT,4372,FORFAIT REPOS CONVALESCENCE (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES),FRC
PRS_NAT,4373,EXAMEN DE SANTE,EDS
PRS_NAT,4374,MÉCANISME DE COMPENSATION AUX CENTRES DE SANTÉ ,MDS
PRS_NAT,4375,AIDE OUTIL DE MISE A JOUR,OMJ
PRS_NAT,4376,LIGNE TELEPHONIQUE DEDIEE,LTD
PRS_NAT,4377,PIED SUPPORT MATERIEL,PSM
PRS_NAT,4378,SUPPLEMENT OFFICINE DOM,SOD
PRS_NAT,4379,AVANCE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ ,ADS
PRS_NAT,4380,SOLDE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ ,SDS
PRS_NAT,4381,ACTES NON NOMENCLATURE,HN
PRS_NAT,4382,PHARMACIE NON REMBOURSABLE,PHN
PRS_NAT,4391,RESPONSABILITE CIVILE PROFESSIONNELLE,RCP
PRS_NAT,4392,RESPONSABILITE CIVILE ECHOGRAPHIE OBSTETRICALE,RCO
PRS_NAT,4393,RESPONSABILITE CIVILE CHIRURGIE 1,RC1
PRS_NAT,4394,RESPONSABILITE CIVILE CHIRURGIE 2,RC2
PRS_NAT,4395,RESPONSABILITE CIVILE ANESTHESIE REANIMATION,RCA
PRS_NAT,4396,PRIME RESPONSABILITE SPECIALISTE,PRS
PRS_NAT,4397,PRIME ACCREDITATION SPECIALISTE,ACR
PRS_NAT,4411,AIDE SOCIALE,
PRS_NAT,4412,DISPENSAIRES ANTITUBERCULEUX,
PRS_NAT,4413,DISPENSAIRES ANTIVENERIENS,
PRS_NAT,4414,HYGIENE MENTALE,
PRS_NAT,4415,ETABLISSEMENTS DE LUTTE CONTRE LA TUBERCULOSE,
PRS_NAT,4416,PROTECTION MATERNELLE ET INFANTILE,
PRS_NAT,4417,AUTRES PARTICIPATIONS FORFAITAIRES NON INDIVIDUALISEES,
PRS_NAT,4419,AUTRES DEPENSES NON INDIVIDUALISEES,
PRS_NAT,4501,CONTROLES MEDICAUX (CLERCS ET EMPLOYES DE NOTAIRES),CNT
PRS_NAT,4511,CAPITAL DECES,CDC
PRS_NAT,4512,FORFAIT CDC COTISANT  TI,FCC
PRS_NAT,4513,FORFAIT CDC RETRAITE TI,FRI
PRS_NAT,4514,FORFAIT CDC POLY-RETRAITE,FPR
PRS_NAT,4515,ALLOCATION ORPHELIN D'UN TRAVAILLEUR INDEPENDANT DECEDE,AOT
PRS_NAT,4611,FORFAIT DIVERS PAYES A LA STRUCTURE DE SOINS (FILIERES ET RESEAUX),FDI
PRS_NAT,4612,FORFAIT D EDUCATION THERAPEUTIQUE ET D INTERESSEMENT (FILIERES ET RESEAUX),FET
PRS_NAT,5101,FORFAIT VERRES UNIFOCAUX OP1,OP1
PRS_NAT,5102,FORFAIT VERRES UNIFOCAUX OP2,OP2
PRS_NAT,5103,FORFAIT VERRES UNIFOCAUX OP3,OP3
PRS_NAT,5104,FORFAIT VERRES UNIFOCAUX OP4,OP4
PRS_NAT,5105,FORFAIT VERRES UNIFOCAUX OP5,OP5
PRS_NAT,5106,FORFAIT VERRES UNIFOCAUX OP6,OP6
PRS_NAT,5107,FORFAIT MONTURE CMU,OPM
PRS_NAT,5108,FORFAIT CMUC MONTURE MOINS DE 18 ANS OME,OME
PRS_NAT,5109,FORFAIT MONTURE MOINS DE 18 ANS CMU OV1,OV1
PRS_NAT,5110,FORFAIT MONTURE MOINS DE 18 ANS CMU OV2,OV2
PRS_NAT,5111,FORFAIT MONTURE MOINS DE 18 ANS CMU OV3,OV3
PRS_NAT,5112,FORFAIT MONTURE MOINS DE 18 ANS CMU OV4,OV4
PRS_NAT,5113,FORFAIT MONTURE MOINS DE 18 ANS CMU OV5,OV5
PRS_NAT,5114,FORFAIT MONTURE MOINS DE 18 ANS CMU OV6,OV6
PRS_NAT,5115,FORFAIT MONTURE MOINS DE 18 ANS CMU OV7,OV7
PRS_NAT,5116,FORFAIT MONTURE MOINS DE 18 ANS CMU OV8,OV8
PRS_NAT,5117,FORFAIT MONTURE MOINS DE 18 ANS CMU OV9,OV9
PRS_NAT,5118,FORFAIT MONTURE MOINS DE 18 ANS CMU OVA,OVA
PRS_NAT,5119,FORFAIT MONTURE MOINS DE 18 ANS CMU OVB,OVB
PRS_NAT,5120,FORFAIT MONTURE MOINS DE 18 ANS CMU OP7,OP7
PRS_NAT,5121,"FORFAIT C2S - VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE",V01
PRS_NAT,5122,"FORFAIT C2S - VERRE DE CLASSE A, UNIFOCAL COMPLEXE",V02
PRS_NAT,5123,"FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE",V03
PRS_NAT,5124,"FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE",V04
PRS_NAT,5125,FORFAIT C2S - MONTURE ADULTE DE CLASSE A,M01
PRS_NAT,5126,FORFAIT C2S - MONTURE ENFANT DE CLASSE A,M02
PRS_NAT,5127,FORFAIT C2S - OPTIQUE - ADAPTATION VERRE DE CLASSE A,S01
PRS_NAT,5128,FORFAIT C2S - OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,MS1
PRS_NAT,5129,"FORFAIT C2S - OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A",SV2
PRS_NAT,5130,FORFAIT C2S - OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE),SV4
PRS_NAT,5201,FORFAIT PROTHESE DENTAIRE ADJOINTE,FDA
PRS_NAT,5202,FORFAIT REPARATION PROTHESE ADJOINTE,FDR
PRS_NAT,5203,FORFAIT PROTHESE DENTAIRE CONJOINTE,FDC
PRS_NAT,5204,FORFAIT ORTHODONTIE,FDO
PRS_NAT,5205,FORFAIT PROTHESE CONJOINTE (C2S HORS PANIER DE SOINS),FPC
PRS_NAT,5206,FORFAIT ORTHODONTIQUE (C2S HORS PANIER DE SOINS),FPO
PRS_NAT,5401,FORFAIT AUDIO-PROTHESE,PAU
PRS_NAT,5402,FORFAIT C2S  PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE,P2G
PRS_NAT,5403,FORFAIT CMU/C2S PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE,P2D
PRS_NAT,6011,CARENCE -,CAR-
PRS_NAT,6012,CARENCE +,CAR +
PRS_NAT,6013,IJ CARENCE (CRPCEN),IJC
PRS_NAT,6014,COMPLEMENT IJ >PLAFOND   (CRPCEN),CIJ
PRS_NAT,6110,IJ NORMALES + 6MOIS,ASN
PRS_NAT,6111,IJ NORMALES -3 MOIS,NOR-/REN-/MIN-
PRS_NAT,6112,IJ NORMALES +3MOIS,NOR+/MIN+
PRS_NAT,6113,IJ REDUITES -3MOIS,1/1-
PRS_NAT,6114,IJ REDUITES +3MOIS,1/1+
PRS_NAT,6115,IJ MAJOREES -3MOIS,MAJ-/REN+
PRS_NAT,6116,IJ MAJOREES +3MOIS,MAJ+/MIJ-/MIJ+
PRS_NAT,6117,"IJ PARTIELLE,  PERTE DE SALAIRE -3MOIS",MIT-
PRS_NAT,6118,"IJ PARTIELLE,  PERTE DE SALAIRE +3MOIS",MIT+
PRS_NAT,6119,IJ MAJOREES + 6 MOIS,ASM
PRS_NAT,6120,INDEMNITE TEMPORAIRE D'INAPTITUDE AT/MP,ITI
PRS_NAT,6121,IJ PRENATALES,PRE
PRS_NAT,6122,IJ POSTNATALES,POS
PRS_NAT,6123,IJ EN CAS D  ADOPTION,ADO
PRS_NAT,6124,IJ CONGE SUPPLEMENTAIRE PREMA,ISM
PRS_NAT,6125,INDEMNITE REMPLACEMENT CONJOINTS COLLABORATEURS TI,IRT+/IRT-
PRS_NAT,6126,FORFAIT GROSSESSE TAUX PLEIN TI,FGP
PRS_NAT,6127,FORFAIT GROSSESSE TAUX REDUIT TI,FGR
PRS_NAT,6128,FORFAIT ADOPTION TAUX PLEIN TI,FAP
PRS_NAT,6129,FORFAIT ADOPTION TAUX REDUIT TI,FAR
PRS_NAT,6131,IJ NORMALES POUR CURE THERMALE,CUN-
PRS_NAT,6132,IJ MAJOREES POUR CURE THERMALE,CUM-
PRS_NAT,6133,IJ REDUITES POUR CURE THERMALE,CUR-
PRS_NAT,6134,IJ MALADIE  PAMC MOINS DE 3 MOIS,AAM-
PRS_NAT,6135,IJ MALADIE  PAMC PLUS DE 3 MOIS,AAM+
PRS_NAT,6191,INDEMNITE DE NOURRITURE,IDN
PRS_NAT,6208,FORFAIT CONGE REPIT POUR DECES DE L'ENFANT PAMC,CPD
PRS_NAT,6209,CONGE REPIT POUR DECES DE L'ENFANT,CRE
PRS_NAT,6210,IJ PATERNITE HOSPITALISATION ENFANT,PEH-/PEH+
PRS_NAT,6211,ALLOCATION FEMME ENCEINTE,AFE+/AFE-
