dimension,cle,libelle,detail,nb_val_jan24
ORG_CLE_ZEAT,2,"Bassin Parisien (21,22,23,24,25,26)",,
ORG_CLE_ZEAT,3,Nord (31),,
ORG_CLE_ZEAT,4,"Est (41,42,43)",,
ORG_CLE_ZEAT,5,"Ouest (52,53,54)",,
ORG_CLE_ZEAT,6,"Sud-Ouest (72,73,74)",,
ORG_CLE_ZEAT,7,"Centre-Est (82,83)",,
ORG_CLE_ZEAT,8,"Méditerrannée (91,93,94)",,
ORG_CLE_ZEAT,9,"Régions et Départements d'outre-mer (01,02,03,04,06)",,
PRE_INS_ZEAT,0,Inconnu,,
PRE_INS_ZEAT,1,Région Parisienne (11),,
PRE_INS_ZEAT,2,"Bassin Parisien (21,22,23,24,25,26)",,
PRE_INS_ZEAT,3,Nord (31),,
PRE_INS_ZEAT,4,"Est (41,42,43)",,
PRE_INS_ZEAT,5,"Ouest (52,53,54)",,
PRE_INS_ZEAT,6,"Sud-Ouest (72,73,74)",,
PRE_INS_ZEAT,7,"Centre-Est (82,83)",,
PRE_INS_ZEAT,8,"Méditerrannée (91,93,94)",,
PRE_INS_ZEAT,9,"Régions et Départements d'outre-mer (01,02,03,04,06)",,
PRS_FJH_TYP,9,VALEUR INCONNUE,,
PRS_NAT,0,SANS OBJET,,
PRS_NAT,1039,TELECONSULTATION PEDIATRE 2-6 ANS,TCK,
PRS_NAT,1040,TELECONSULTATION PEDIATRE 0-2 ANS,TCH,
PRS_NAT,1041,CONSULT. PSYCHIATRE NEUROLOGUE,CP,
PRS_NAT,1042,CONSULTATION PEDIATRE 0-2 ANS,CEH,
PRS_NAT,1043,CONSULTATION PEDIATRE 2-6 ANS,CEK,
PRS_NAT,1044,CONSULTATION PEDIATRE 6 ANS ET +,CEG,
PRS_NAT,1045,EXAM PARENTAL GROSSESSE CO-PARENT,EPG,
PRS_NAT,1052,REMU BIOSIMILAIRE,BIO,
PRS_NAT,1053,FORFAIT VSM,VSA,
PRS_NAT,1063,CDE CONGE MALADIE,RDB,
PRS_NAT,1065,FORFAIT EFFECTEUR SAS,PDE,
PRS_NAT,1087,AIDE ASSISTANT MEDICAL  COMPLEMENT,R7P,
PRS_NAT,1089,EXAMEN OBLIGATOIRE ENFANT COM,COM,
PRS_NAT,1095,MAJORATION SPECIFIQUE MOINS DE 16 ANS MAYOTTE,MTJ,
PRS_NAT,1096,TELECONSULTATION MEDECIN TRAITANT AVEC EHPAD,TTE,
PRS_NAT,1097,TELE EXPERTISE DOSSIER TRAITANT,TDT,
PRS_NAT,1115,CONSULTATION BILAN,CA,
PRS_NAT,1120,COMPLEMENT CONSULTATION SPECIALISTE,CCS,
PRS_NAT,1124,REMUNERATION MEDECIN TRAITANT PAR PATIENT  EN ALD,RMT,
PRS_NAT,1128,DIFFERENTIEL REFERENT TRAITANT,DRT,
PRS_NAT,1129,MAJORATION FORFAITAIRE TRANSITOIRE (POUR LES MOINS DE 16 ANS),MPJ,
PRS_NAT,1130,FORFAIT MEDECIN TRAITANT,FMT,
PRS_NAT,1133,MAJORATION GENERALISTE ENFANT,MGE,
PRS_NAT,1136,MAJORATION ANNUELLE DE SYNTHESE,MAS,
PRS_NAT,1137,MAJORATION NOURRISSON,MBB,
PRS_NAT,1138,REMUNERATION ADDITIONNELLE CAPI,RAA,
PRS_NAT,1139,REMUNERATION DES ADHERENTS AU  CAPI,RAC,
PRS_NAT,1141,MAJORATION PEDIATRE ENFANT,MPE,
PRS_NAT,1143,REMUNERATION RENOUVELLEMENT SOPHIA (SOINS DE VILLE),RSR,
PRS_NAT,1144,REMUNERATION FORFAITAIRE POUR LE SUIVI DES PATIENTS EN POST ALD,RST,
PRS_NAT,1147,CONTESTATION FORFAIT MEDECIN TRAITANT,CFM,
PRS_NAT,1152,MAJORATION SUIVI DES ENFANTS GRANDS PREMATURES OU ATTEINTS DE PATHOLOGIE CONGENITALE GRAVE,MPP,
PRS_NAT,1155,REMU CAS COTISATIONS SOCIALES,COT,
PRS_NAT,1156,CONT. CAS COT.SOC.,CCO,
PRS_NAT,1157,Acte de téléconsultation,TCP,
PRS_NAT,1158,Acte de télé expertise,TEP,
PRS_NAT,1160,TRACAGE COVID,IAS,
PRS_NAT,1163,REMUNERATION DEPISTAGE DU CANCER COLORECTAL,KIT,
PRS_NAT,1164,TÉLÉ CONSULTATION - ALD ET / OU EHPAD,TLC,
PRS_NAT,1165,TÉLÉ EXPERTISE - ALD ET/OU EHPAD,TLE,
PRS_NAT,1166,FORFAIT COMPLÉMENTAIRE TÉLÉ EXPERTISE,TEC,
PRS_NAT,1171,RÉMUNÉRATION MÉDECIN TRAITANT CENTRES DE SANTÉ,CSR,
PRS_NAT,1176,CONTRAT INDIVIDUEL EMBAUCHE - AVANCE,COI,
PRS_NAT,1180,ROSP MT ENFANT,P5P,
PRS_NAT,1181,ROSP MT ENFANT COMPLEMENT,R5P,
PRS_NAT,1184,CONTRAT INDIVIDUEL EMBAUCHE - SOLDE,COS,
PRS_NAT,1185,MURAINE - PAIEMENT DU BONUS ANNUEL,RNB,
PRS_NAT,1186,CONTRAT INDIVIDUEL EMBAUCHE   OBJECTIFS COMPLEMENTAIRES,COC,
PRS_NAT,1189,CONTRAT DE FORMATION,COF,
PRS_NAT,1190,TELESURVEILLANCE : PRIME VARIABLE,TSP,
PRS_NAT,1197,FORFAIT REQUERANT,RQT,
PRS_NAT,1198,FORFAIT REQUERANT COMPLEMENTAIRE,CRT,
PRS_NAT,1221,VISITE D  URGENCE,VA,
PRS_NAT,1225,MDE ( CRITERES ENVIRONNEMENTAUX),MDE,
PRS_NAT,1313,ACTES EN K D  URGENCE,KA,
PRS_NAT,1314,FORFAIT CHIRURGIE 1,KFA,
PRS_NAT,1315,FORFAIT CHIRURGIE 2,KFB,
PRS_NAT,1316,ACTES DE DIAGNOSTIC COTES KE,KE,
PRS_NAT,1317,ACTES EN KCC: ACTES SPECIFIQUES DES CHIRURGIENS,KCC,
PRS_NAT,1319,MAJORATION FORFAIT ACCOUCHEMENT,KFC,
PRS_NAT,1320,"FORFAIT RADIOGRAPHIE,ECHOGRAPHIE",KFD,
PRS_NAT,1332,ACTES DE RADIOLOGIE NUCLEAIRE,ZN,
PRS_NAT,1333,MAJORATION POUR PRODUIT RADIOPHARMACEUTIQUE,PRA,
PRS_NAT,1335,ACTE DE RADIOLOGIE MAMMOGRAPHIE,ZM/ADI,
PRS_NAT,1336,ACTE DE RADIOLOGIE MAMMOGRAPHIE DEPISTAGE,ZM DEPISTAGE/ADI,
PRS_NAT,1341,ACTES D  ANATOMO-CYTO-PATHOLOGIE/MEDECINS,P,
PRS_NAT,1342,MAJORATION ANATOMO-CYTO-PATHOLOGIE,MAP,
PRS_NAT,1345,MAJORATION TRANSITOIRE,MTC,
PRS_NAT,1411,ACTES EN SCM (ET SPA POUR LA CRPCEN),SCM/SPA,
PRS_NAT,1421,ACTES DE PROTHESE DENTAIRE PRATIQUES PAR LE MEDECIN,PRO,
PRS_NAT,1423,ACTES DE PROTHESE DENTAIRE PRATIQUES PAR LE CHIRURGIEN-DENTISTE,SPR,
PRS_NAT,1431,ACTES EN D (ET OCC POUR LA CRPCEN),D/OCC,
PRS_NAT,1432,ACTES EN DC,DC,
PRS_NAT,1433,ACTES EN SC (ET SCA POUR LA CRPCEN),SC/SCA,
PRS_NAT,1461,ACTES DIVERS PROTHESE DENTAIRE CCAM,ADP,
PRS_NAT,1463,PROTHESE DENTAIRE FIXE ESTHETIQUE CCAM,PFE,
PRS_NAT,1464,PROTHESE DENTAIRE AMOVIBLE CCAM,PDA,
PRS_NAT,1466,TRAITEMENT ORTHOPEDIE DENTO FACIALE CCAM,TOR,
PRS_NAT,1511,FORFAIT D  ACCOUCHEMENT SIMPLE DES SAGES-FEMMES (FORFAIT N91),A,
PRS_NAT,1512,FORFAIT D  ACCOUCHEMENT MULTIPLE DES SAGES-FEMMES (FORFAIT N92),AM,
PRS_NAT,1601,CONTRAT PRATIQUE VERSEMENT UNIQUEMENT,CPU,
PRS_NAT,1602,FORFAIT CONTRAT DE BONNES PRATIQUES,CBP,
PRS_NAT,1603,FORFAIT CONTRAT DE BONNES PRATIQUES CP1,CP1,
PRS_NAT,1604,FORFAIT CONTRAT DE BONNES PRATIQUES CP2,CP2,
PRS_NAT,1605,FORFAIT CONTRAT DE BONNES PRATIQUES CP3,CP3,
PRS_NAT,1606,FORFAIT CONTRAT DE BONNES PRATIQUES,CPL,
PRS_NAT,1607,FORFAIT CONTRAT DE SANTE PUBLIQUE INFIRMIER,CSI,
PRS_NAT,1608,FORFAIT CONTRAT DE SANTE PUBLIQUE BIOLOGISTES,CSL,
PRS_NAT,1609,CONTRAT DE BONNES PRATIQUES ZONE RURAL,CBR,
PRS_NAT,1610,RÉMUNÉRATION CONTRAT D'ACCÈS AUX SOINS DENTAIRES,CAD,
PRS_NAT,1611,CONTRAT DE BONNES PRATIQUES ZONE MONTAGNE,CBM,
PRS_NAT,1612,CONTRAT DE BONNES PRATIQUES ZONE URBAINE,CBU,
PRS_NAT,1613,CONTRAT DE BONNES PRATIQUES ZONE FRANCHE URBAINE,ZFU,
PRS_NAT,1614,CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2006,CP6,
PRS_NAT,1615,CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2007,CP7,
PRS_NAT,1616,CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2008,CP8,
PRS_NAT,1619,CONTRAT SANTE SOLIDARITE,CSS,
PRS_NAT,1621,CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORTS,CAT,
PRS_NAT,1622,CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE/LPP,CAP,
PRS_NAT,1623,REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS TRANSPORTS,RCT,
PRS_NAT,1624,REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP,RCL,
PRS_NAT,1625,PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORT,PCT,
PRS_NAT,1626,PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP,PCL,
PRS_NAT,1628,DEMO. AIDE FORFAITAIRE GROUPE,ODG,
PRS_NAT,1629,DEMO. AIDE FORFAITAIRE POLE SANTE,ODP,
PRS_NAT,1630,DEMO. ACTIVITE GROUPE,DAG,
PRS_NAT,1631,DEMO. ACTIVITE POLE SANTE,DOP,
PRS_NAT,1632,SST AIDE ACTIVITE,STA,
PRS_NAT,1633,SST FRAIS DEPLACEMENT,STD,
PRS_NAT,1634,CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE,CDG,
PRS_NAT,1635,CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE,CDP,
PRS_NAT,1636,CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE,CAG,
PRS_NAT,1637,CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE,CAS,
PRS_NAT,1638,CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION SST,CTA,
PRS_NAT,1639,CONTESTATION POUR FRAIS DE DEPLACEMENT POUR LES ADHERENTS A L'OPTION SST,CTD,
PRS_NAT,1643,PAIEMENT AIDE ACTIVITE - CSTM,PAA,
PRS_NAT,1644,MAJO REMUNERATION ARS - CSTM,MAM,
PRS_NAT,1645,PAIEMENT PRISE EN CHARGE FRAIS DEPLACEMENT - CSTM,DEP,
PRS_NAT,1648,REMUNERATION COMPLEMENTAIRE EXERCICE EN HOPITAL - COSCOM,RHP,
PRS_NAT,1649,PAIEMENT MAJORATION DE LA REMUNERATION ARS - COSCOM,MAO,
PRS_NAT,1650,AIDE A L'ACTIVITE   COTRAM,CAA,
PRS_NAT,1651,PAIEMENT MAJORATION REMUNERATION ARS   COTRAM,MRA,
PRS_NAT,1653,"PTMR  - MALADIE, MATERNITE, PATERNITE",RCR,
PRS_NAT,1701,CDS  MEDICAL OPTANT FORF DEBUT,CMD,
PRS_NAT,1702,CDS MEDICAL OPTANT FORF FIN,CMF,
PRS_NAT,1703,CDS MEDICAL OPTANT FORFTACITE,CMT,
PRS_NAT,1705,CDS DENTAIRE OPTANT FORF SUIVI,CDS,
PRS_NAT,1706,CDS DENTAIRE OPTANT FORF FINAL,CDF,
PRS_NAT,1707,CDS INFIRMIER OPTANT FORF DEBUT,CID,
PRS_NAT,1708,CDS INFIRMIER OPTANT FORF FIN,CIF,
PRS_NAT,1711,FORFAIT MEDECIN REFERENT DEBUT DE CONTRAT,MRD,
PRS_NAT,1712,FORFAIT MEDECIN REFERENT FIN DE CONTRAT,MRF,
PRS_NAT,1715,FORFAIT MENSUEL COORDONNATEUR,FMC,
PRS_NAT,1716,FORFAIT MENSUEL PARTICIPATION,FMP,
PRS_NAT,1717,FORFAIT MENSUEL SOINS,FMS,
PRS_NAT,1718,FORFAIT D'ADHESION ZONE DEFICITAIRE,FAZ,
PRS_NAT,1721,FORFAIT PROFESSIONNEL (F01) FILIERES ET RESEAUX,F01,
PRS_NAT,1722,FORFAIT PROFESSIONNEL (F02) FILIERES ET RESEAUX,F02,
PRS_NAT,1723,FORFAIT PROFESSIONNEL (F03) FILIERES ET RESEAUX,F03,
PRS_NAT,1724,FORFAIT PROFESSIONNEL (F04) FILIERES ET RESEAUX,F04,
PRS_NAT,1725,FORFAIT PROFESSIONNEL (F05) FILIERES ET RESEAUX,F05,
PRS_NAT,1726,FORFAIT PROFESSIONNEL (F06) FILIERES ET RESEAUX,F06,
PRS_NAT,1727,FORFAIT PROFESSIONNEL (F07) FILIERES ET RESEAUX,F07,
PRS_NAT,1728,FORFAIT PROFESSIONNEL (F08) FILIERES ET RESEAUX,F08,
PRS_NAT,1729,FORFAIT PROFESSIONNEL (F09) FILIERES ET RESEAUX,F09,
PRS_NAT,1731,FORFAIT PROFESSIONNEL (F10) FILIERES ET RESEAUX,F10,
PRS_NAT,1732,FORFAIT PROFESSIONNEL (F11) FILIERES ET RESEAUX,F11,
PRS_NAT,1733,FORFAIT PROFESSIONNEL (F12) FILIERES ET RESEAUX,F12,
PRS_NAT,1734,FORFAIT PROFESSIONNEL (F13) FILIERES ET RESEAUX,F13,
PRS_NAT,1735,FORFAIT PROFESSIONNEL (F14) FILIERES ET RESEAUX,F14,
PRS_NAT,1736,FORFAIT PROFESSIONNEL (F15) FILIERES ET RESEAUX,F15,
PRS_NAT,1741,FORFAIT CONSULTATION (FC0) FILIERES ET RESEAUX,FC0,
PRS_NAT,1742,FORFAIT CONSULTATION (FC1) FILIERES ET RESEAUX,FC1,
PRS_NAT,1743,FORFAIT CONSULTATION (FC2) FILIERES ET RESEAUX,FC2,
PRS_NAT,1744,FORFAIT CONSULTATION (FC3) FILIERES ET RESEAUX,FC3,
PRS_NAT,1745,FORFAIT CONSULTATION (FC4) FILIERES ET RESEAUX,FC4,
PRS_NAT,1746,FORFAIT CONSULTATION (FC5) FILIERES ET RESEAUX,FC5,
PRS_NAT,1747,FORFAIT CONSULTATION (FC6) FILIERES ET RESEAUX,FC6,
PRS_NAT,1748,FORFAIT CONSULTATION (FC7) FILIERES ET RESEAUX,FC7,
PRS_NAT,1749,FORFAIT CONSULTATION (FC8) FILIERES ET RESEAUX,FC8,
PRS_NAT,1751,FORFAIT CONSULTATION (FC9) FILIERES ET RESEAUX,FC9,
PRS_NAT,1761,FORFAIT FORMATION (FF0) FILIERES ET RESEAUX,FF0,
PRS_NAT,1762,FORFAIT FORMATION (FF1) FILIERES ET RESEAUX,FF1,
PRS_NAT,1763,FORFAIT FORMATION (FF2) FILIERES ET RESEAUX,FF2,
PRS_NAT,1764,FORFAIT FORMATION (FF3) FILIERES ET RESEAUX,FF3,
PRS_NAT,1765,FORFAIT FORMATION (FF4) FILIERES ET RESEAUX,FF4,
PRS_NAT,1766,FORFAIT FORMATION (FF5) FILIERES ET RESEAUX,FF5,
PRS_NAT,1767,FORFAIT FORMATION (FF6) FILIERES ET RESEAUX,FF6,
PRS_NAT,1768,FORFAIT FORMATION (FF7) FILIERES ET RESEAUX,FF7,
PRS_NAT,1769,FORFAIT FORMATION (FF8) FILIERES ET RESEAUX,FF8,
PRS_NAT,1771,FORFAIT FORMATION (FF9) FILIERES ET RESEAUX,FF9,
PRS_NAT,1781,FORFAIT PREVENTION/DEPISTAGE (FP0) FILIERES ET RESEAUX,FP0,
PRS_NAT,1782,FORFAIT PREVENTION/DEPISTAGE (FP1) FILIERES ET RESEAUX,FP1,
PRS_NAT,1783,FORFAIT PREVENTION/DEPISTAGE (FP2) FILIERES ET RESEAUX,FP2,
PRS_NAT,1784,FORFAIT PREVENTION/DEPISTAGE (FP3) FILIERES ET RESEAUX,FP3,
PRS_NAT,1785,FORFAIT PREVENTION/DEPISTAGE (FP4) FILIERES ET RESEAUX,FP4,
PRS_NAT,1786,FORFAIT PREVENTION/DEPISTAGE (FP5) FILIERES ET RESEAUX,FP5,
PRS_NAT,1787,FORFAIT PREVENTION/DEPISTAGE (FP6) FILIERES ET RESEAUX,FP6,
PRS_NAT,1788,FORFAIT PREVENTION/DEPISTAGE (FP7) FILIERES ET RESEAUX,FP7,
PRS_NAT,1789,FORFAIT PREVENTION/DEPISTAGE (FP8) FILIERES ET RESEAUX,FP8,
PRS_NAT,1791,FORFAIT PREVENTION/DEPISTAGE (FP9) FILIERES ET RESEAUX,FP9,
PRS_NAT,1914,FORFAIT PEDIATRIQUE,FPE,
PRS_NAT,1915,FORFAIT ASTREINTE PROF,ASR,
PRS_NAT,1917,REMUNERATION POUR ASTREINTE ETS PRIVES,RPA,
PRS_NAT,1919,DEPENSES DE MEDECINE FORFAITAIRE (OMNIPRATICIENS ET AUXILIAIRES MEDICAUX),,
PRS_NAT,1921,TEST DE DIAGNOSTIC RAPIDE,TDR,
PRS_NAT,1922,CONSULTATION,CG,
PRS_NAT,1925,REMUNERATION VACCINATION GRIPPE A PAR MEDECIN RETRAITE ET SALARIES HORS OBLIGATIONS,VMR,
PRS_NAT,1926,ACTE DE VACCINATION GRIPPE A/H1N1,VAC,
PRS_NAT,1931,MAJORATION NOURRISSON PEDIATRE,MNP,
PRS_NAT,1932,MAJORATION NOURRISSON GENERALISTE,MNO,
PRS_NAT,1959,ADMINISTRATION  VACCIN,VAX,
PRS_NAT,1963,MAJO URGENCE + DE 75 ANS SAMU/AMB,MVU,
PRS_NAT,1964,MAJORATION 19H-21H,SHE,
PRS_NAT,1965,MAJO DIMANCHE / NUIT HORS URGENCE,MHP,
PRS_NAT,1978,PARTICIPATION ASSURE EN TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES,FRT,
PRS_NAT,2101,HBGT TEMP NON MEDICALISE,HTN,
PRS_NAT,2102,PROTOCOLE FRANCO ALGERIEN,PFA,
PRS_NAT,2114,SUPPLEMENT SOINS PARTICULIEREMENT COUTEUX (ARRETE DU 29/06/1978),SRA,
PRS_NAT,2115,SUPPLEMENT SOINS CONTINUS,SSC,
PRS_NAT,2118,SUPPLEMENT NEONATOLOGIE 3,NN3,
PRS_NAT,2121,HEMODIALYSE EN CENTRE OU EN UNITE DE DIALYSE MEDICALISEE,D01,
PRS_NAT,2122,AUTODIALYSE SIMPLE OU ASSISTEE,D02,
PRS_NAT,2123,ENTRAINEMENT A L HEMODIALYSE A DOMICILE ET A L AUTODIALYSE,D03,
PRS_NAT,2124,ENTRAINEMENT A LA DPA,D04,
PRS_NAT,2125,ENTRAINEMENT A LA DPCA,D05,
PRS_NAT,2126,HEMODIALYSE A DOMICILE,D06,
PRS_NAT,2127,DIALYSE PERITONEALE AUTOMATISEE (DPA),D07,
PRS_NAT,2128,DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA),D08,
PRS_NAT,2129,FORFAIT D'HEMODIALYSE EN CENTRE,D09,
PRS_NAT,2130,DOTATION MIXTE MEDECINE,DMM,
PRS_NAT,2131,FORFAIT D HEMODIALYSE EN CENTRE POUR ENFANT,D10,
PRS_NAT,2139,FORFAIT D ENTRAINEMENT A L HEMODIALYSE A  DOMICILE ET AUTODIALYSE,D17,
PRS_NAT,2140,FORFAIT D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE,D18,
PRS_NAT,2142,FORFAIT D ENTRAINEMENT A DIALYSE PERITONEALE CONTINUE AMBULATOIRE,D19,
PRS_NAT,2148,SUPPLEMENT  JOURNALIER ZONE HAUTE,SZH,
PRS_NAT,2149,SUPPLEMENT  JOURNALIER ZONE EXTREME HAUTE,SEH,
PRS_NAT,2154,REANIMATION PEDIATRIQUE,REP,
PRS_NAT,2162,FORFAIT HAUTE TECHNICITE,FHT,
PRS_NAT,2165,FORFAIT PRESTATION INTERMEDIAIRE,FPI,
PRS_NAT,2166,ADMINISTRATION DE MEDICAMENTS EN ENVIRONNEMENT HOSPITALIER,AP2,
PRS_NAT,2170,FIR ETS PRIVES,FIP,
PRS_NAT,2171,DIFFERENTIEL TARIFAIRE AME,DTA,
PRS_NAT,2172,DIFFERENTIEL TARIFAIRE MIGRANTS,DTM,
PRS_NAT,2173,DIFFERENTIEL PSY REGLEMENTAIRE,DPC,
PRS_NAT,2174,DIFFERENTIEL PSY AME,DPA,
PRS_NAT,2175,DIFFERENTIEL PSY MIGRANTS,DPM,
PRS_NAT,2177,DIFFERENTIEL SSR AME,DSA,
PRS_NAT,2178,DIFFERENTIEL SSR MIGRANTS,DSM,
PRS_NAT,2181,PRELEVEMENT D ORGANE 1,PO1,
PRS_NAT,2182,PRELEVEMENT D ORGANE 2,PO2,
PRS_NAT,2183,PRELEVEMENT D ORGANE 3,PO3,
PRS_NAT,2185,PRELEVEMENT D ORGANE 4,PO4,
PRS_NAT,2186,PRELEVEMENT D'ORGANE 5,PO5,
PRS_NAT,2187,PRELEVEMENT D'ORGANE 6,PO6,
PRS_NAT,2188,PRELEVEMENT D'ORGANE 7,PO7,
PRS_NAT,2189,PRELEVEMENT D'ORGANE 8,PO8,
PRS_NAT,2190,PRELEVEMENT D'ORGANE 9,PO9,
PRS_NAT,2191,PRELEVEMENT D'ORGANE,POA,
PRS_NAT,2193,DOTATION PEDIATRIE,DT1,
PRS_NAT,2194,PLATEAU TECHNIQUE SPECIALISE,PTS,
PRS_NAT,2196,SUPPLEMENT RADIOTHERAPIE PEDIATRIQUE,RAP,
PRS_NAT,2197,DOTATION ACTIVITES SPECIFIQUES,MGY,
PRS_NAT,2199,SUPPLEMENT  JOURNALIER ZONE BASSE,SZB,
PRS_NAT,2201,BUDGET GLOBAL,,
PRS_NAT,2202,MEDICALISATION DES PERSONNES AGEES,,
PRS_NAT,2203,SSAD : SERVICE DE SOINS A DOMICILE,,
PRS_NAT,2204,CAMSP: CENTRE ACTION MEDICO-SOCIALE PRECOCE,,
PRS_NAT,2205,CCAA : CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE,,
PRS_NAT,2206,VIH,VIH,
PRS_NAT,2207,REORIENTATION URGENCE 2 MILIEU NUIT,R2M,
PRS_NAT,2208,REORIENTATION URGENCE 1 MILIEU NUIT,R1M,
PRS_NAT,2209,FORFAIT CONSULTATION URGENCE HOPITAL MILIEU NUIT,FHM,
PRS_NAT,2210,FORFAIT CONSULTATION URGENCE HOPITAL NUIT,FHN,
PRS_NAT,2214,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR NON REMBOURSABLE (CNMSS),SGJ,
PRS_NAT,2216,FORFAIT CONSULTATION URGENCE PRIVE,FCP,
PRS_NAT,2217,FORFAIT CONSULTATION URGENCE HOPITAL,FCH,
PRS_NAT,2219,REORIENTATION URGENCE 2,RU2,
PRS_NAT,2220,FORFAIT CONSULTATION URGENCE HOPITAL FERIE,FHF,
PRS_NAT,2228,REORIENTATION URGENCE 1 NUIT,R1N,
PRS_NAT,2229,FORFAIT PRISE EN CHARGE DU NOUVEAU NE,FNN,
PRS_NAT,2232,FORFAIT TRANSPLANTATION D  ORGANE,FTO,
PRS_NAT,2233,REORIENTATION URGENCE 2 NUIT,R2N,
PRS_NAT,2235,FORFAIT D  ACTIVITE NON PROGRAMMEE,ANP,
PRS_NAT,2236,FORFAIT CONSOMMABLE CARDIOLOGIE,FCO,
PRS_NAT,2241,FRAIS DE SALLE D  OPERATION,FSO,
PRS_NAT,2242,FRAIS D  ANESTHESIE ET REANIMATION,ARE,
PRS_NAT,2243,FRAIS D  ENVIRONNEMENT,FE,
PRS_NAT,2244,Forfait Innovation ARGUS II,I02,
PRS_NAT,2245,FRAIS DE SALLE D  ACCOUCHEMENT,FST,
PRS_NAT,2246,FRAIS DE SALLE D  ACCOUCHEMENT MULTIPLE,FSG,
PRS_NAT,2247,FORFAIT PSYCHIATRIE  DE SECURITE - HOSPITALISATION AVEC HEBERGEMENT,FSY,
PRS_NAT,2254,VERSEMENT ACTIVITE SSR AME,VAM,
PRS_NAT,2255,VERSEMENT SOINS URGENTS SSR,VSU,
PRS_NAT,2257,FJ TRANSPLANTATION ORGANES,FJO,
PRS_NAT,2259,SAISIE MANUELLE DES SEJOURS POUR LEQUELS LE FJ EST SUPERIEUR AU TM,,
PRS_NAT,2260,FORFAIT HOPITAL PROXIMITE COMPLEMENTAIRE,HPC,
PRS_NAT,2261,FORFAIT ACCUEIL DU PATIENT N 1,FA1,
PRS_NAT,2262,FORFAIT ACCUEIL DU PATIENT N 2,FA2,
PRS_NAT,2266,FORFAIT INNOVATION ECHOPULSE,I03,
PRS_NAT,2267,FORFAIT INNOVATION METAGLUT1,I04,
PRS_NAT,2268,FORFAIT INNOVATION RETINA,I05,
PRS_NAT,2270,FORFAIT PATHOLOGIE CHRONIQUE 2,PC2,
PRS_NAT,2271,FORFAIT HPT GROUPE 1,AS1,
PRS_NAT,2272,FORFAIT HPT GROUPE 1.2,AS2,
PRS_NAT,2273,FORFAIT HPT 15 %,AS3,
PRS_NAT,2274,FORFAIT HPT GROUPE 2 + FAS1,AS4,
PRS_NAT,2275,FORFAIT HPT GROUPE 2 + FAS2,AS5,
PRS_NAT,2276,FORFAIT INNOVATION WISE CRT,I07,
PRS_NAT,2277,REORIENTATION URGENCE 1 FERIE,R1F,
PRS_NAT,2278,REORIENTATION URGENCE 2 FERIE,R2F,
PRS_NAT,2279,FORFAIT INNOVATION DNERVA,I08,
PRS_NAT,2291,PRIX DE JOURNEE FIDES ALM,PJF,
PRS_NAT,2292,DOTATION STRUCTURATION RECHERCHE,DRY,
PRS_NAT,2295,DOTATION DE RESPONSABILITE ERRITORIALE,DP3,
PRS_NAT,2299,TARIF JOURNALIER LOCAL,TJL,
PRS_NAT,2300,TARIF JOURNALIER MIGRANTS,TJM,
PRS_NAT,2301,SUPPLEMENT CAR T CELL,CTC,
PRS_NAT,2302,SUPPLEMENT TRANSPORT DEFINITIF SSR,ST4,
PRS_NAT,2304,SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE SSR,ST6,
PRS_NAT,2333,REEDUCATION PROFESSIONNELLE,RP/FS,
PRS_NAT,2334,SEANCE D  HEMODIALYSE,FSE/SNS,
PRS_NAT,2341,SUPPLEMENT AU FORFAIT CHIMIOTHERAPIE,SFC,
PRS_NAT,2353,FORFAIT TECHNIQUE SCANNER (SPP expo amiante),FTS,
PRS_NAT,2355,FORFAIT CONCOMMABLE MEDECINE NUCLEAIRE 01,N01,
